received,dev_id,dev_eui,gtw_id,counter,frequency,data_rate,coding_rate,rssi,snr,battery
2019-04-07T02:13:27.417055Z,static_6_03,70B3D549972EC2DC,eui-0000024b08030186,648,867.5,SF7BW125,4/5,-90,4,4.094
2019-04-07T02:13:27.405847405Z,static_6_03,70B3D549972EC2DC,iotlab-rpi-03,648,867.5,SF7BW125,4/5,-106,-3.5,4.094
2019-04-07T02:13:43.567697567Z,mobile-03,70B3D5499023C3A9,iotlab-rpi-03,2365,867.9,SF7BW125,4/5,-33,9.5,
2019-04-07T02:16:26.89526Z,static_7_02,70B3D5499A21273B,eui-0000024b08030186,533,867.3,SF8BW125,4/5,-100,11,4.114
2019-04-07T02:17:15.351944Z,static_8_01,70B3D5499CE53BE0,eui-0000024b08030186,231,867.5,SF7BW125,4/5,-110,-5,4.11
2019-04-07T02:20:36.128326Z,static_7_01,70B3D5499B418279,eui-0000024b08030186,653,868.3,SF10BW125,4/5,-83,12.5,4.13
2019-04-07T02:20:35.117554117Z,static_7_01,70B3D5499B418279,iotlab-rpi-03,653,868.3,SF10BW125,4/5,-103,-6.5,4.13
2019-04-07T02:21:56.50298Z,static_6_02,70B3D54993EAD469,eui-0000024b08030186,667,868.1,SF7BW125,4/5,-121,-7.8,4.144
2019-04-07T02:23:34.632386Z,static_6_03,70B3D549972EC2DC,eui-0000024b08030186,649,867.3,SF9BW125,4/5,-91,12,4.094
2019-04-07T02:23:34.628297628Z,static_6_03,70B3D549972EC2DC,iotlab-rpi-03,649,867.3,SF9BW125,4/5,-103,-3.5,4.094
2019-04-07T02:26:33.411504Z,static_7_02,70B3D5499A21273B,eui-0000024b08030186,534,867.9,SF7BW125,4/5,-101,9.8,4.114
2019-04-07T02:27:23.861189Z,static_8_01,70B3D5499CE53BE0,eui-0000024b08030186,232,867.3,SF9BW125,4/5,-117,-2.2,4.104
2019-04-07T02:30:42.824659824Z,static_7_01,70B3D5499B418279,iotlab-rpi-03,654,868.5,SF7BW125,4/5,-105,-6.75,4.13
2019-04-07T02:30:42.831245Z,static_7_01,70B3D5499B418279,eui-0000024b08030186,654,868.5,SF7BW125,4/5,-89,7.5,4.13
2019-04-07T02:32:03.080799Z,static_6_02,70B3D54993EAD469,eui-0000024b08030186,668,867.9,SF9BW125,4/5,-120,-7,4.144
2019-04-07T02:33:41.374171374Z,static_6_03,70B3D549972EC2DC,iotlab-rpi-03,650,867.1,SF7BW125,4/5,-106,-3.5,4.094
2019-04-07T02:33:41.383278Z,static_6_03,70B3D549972EC2DC,eui-0000024b08030186,650,867.1,SF7BW125,4/5,-91,8.8,4.094
2019-04-07T02:34:15.618431Z,mobile-03,70B3D5499023C3A9,eui-0000024b08030186,2366,867.9,SF7BW125,4/5,-87,9.2,
2019-04-07T02:34:15.608412608Z,mobile-03,70B3D5499023C3A9,iotlab-rpi-03,2366,867.9,SF7BW125,4/5,-31,9.5,
2019-04-07T02:36:41.250089Z,static_7_02,70B3D5499A21273B,eui-0000024b08030186,535,867.1,SF12BW125,4/5,-98,6.8,4.114
2019-04-07T02:40:49.883350883Z,static_7_01,70B3D5499B418279,iotlab-rpi-03,655,867.9,SF8BW125,4/5,-108,-11,4.1240000000000006
2019-04-07T02:40:49.893195Z,static_7_01,70B3D5499B418279,eui-0000024b08030186,655,867.9,SF8BW125,4/5,-85,12.2,4.1240000000000006
2019-04-07T02:42:09.07674Z,static_6_02,70B3D54993EAD469,eui-0000024b08030186,669,867.9,SF7BW125,4/5,-119,-7.8,4.144
2019-04-07T02:43:48.503023503Z,static_6_03,70B3D549972EC2DC,iotlab-rpi-03,651,868.5,SF8BW125,4/5,-102,-8.25,4.094
2019-04-07T02:43:48.513277Z,static_6_03,70B3D549972EC2DC,eui-0000024b08030186,651,868.5,SF8BW125,4/5,-91,7.8,4.094
2019-04-07T02:46:47.621529Z,static_7_02,70B3D5499A21273B,eui-0000024b08030186,536,868.3,SF7BW125,4/5,-100,7.8,4.114
2019-04-07T02:47:39.661304Z,static_8_01,70B3D5499CE53BE0,eui-0000024b08030186,234,868.3,SF8BW125,4/5,-115,-4.2,4.104
2019-04-07T02:50:56.815523Z,static_7_01,70B3D5499B418279,eui-0000024b08030186,656,868.1,SF7BW125,4/5,-87,10.5,4.1240000000000006
2019-04-07T02:50:56.804776804Z,static_7_01,70B3D5499B418279,iotlab-rpi-03,656,868.1,SF7BW125,4/5,-105,-8.5,4.1240000000000006
2019-04-07T02:52:15.406786Z,static_6_02,70B3D54993EAD469,eui-0000024b08030186,670,867.3,SF8BW125,4/5,-119,-6,4.144
2019-04-07T02:53:55.49871Z,static_6_03,70B3D549972EC2DC,eui-0000024b08030186,652,867.9,SF7BW125,4/5,-89,7.8,4.094
2019-04-07T02:53:55.496106496Z,static_6_03,70B3D549972EC2DC,iotlab-rpi-03,652,867.9,SF7BW125,4/5,-107,-5.5,4.094
2019-04-07T02:54:27.831871831Z,mobile-03,70B3D5499023C3A9,iotlab-rpi-03,2367,867.9,SF7BW125,4/5,-30,10.5,
2019-04-07T02:54:27.839654Z,mobile-03,70B3D5499023C3A9,eui-0000024b08030186,2367,867.9,SF7BW125,4/5,-86,10.2,
2019-04-07T02:56:53.922392Z,static_7_02,70B3D5499A21273B,eui-0000024b08030186,537,868.5,SF8BW125,4/5,-101,7.5,4.114
2019-04-07T02:57:47.893359Z,static_8_01,70B3D5499CE53BE0,eui-0000024b08030186,235,867.7,SF7BW125,4/5,-116,-3,4.104
2019-04-07T03:02:22.839533Z,static_6_02,70B3D54993EAD469,eui-0000024b08030186,671,867.3,SF7BW125,4/5,-118,-6.5,4.144
2019-04-07T03:04:02.921412921Z,static_6_03,70B3D549972EC2DC,iotlab-rpi-03,653,867.1,SF10BW125,4/5,-105,-3.5,4.094
2019-04-07T03:04:02.938115Z,static_6_03,70B3D549972EC2DC,eui-0000024b08030186,653,867.1,SF10BW125,4/5,-88,8.2,4.094
2019-04-07T03:07:00.134829Z,static_7_02,70B3D5499A21273B,eui-0000024b08030186,538,868.3,SF7BW125,4/5,-101,8.8,4.114
2019-04-07T03:07:56.8795Z,static_8_01,70B3D5499CE53BE0,eui-0000024b08030186,236,867.5,SF11BW125,4/5,-117,-3.5,4.104
2019-04-07T03:11:10.178497Z,static_7_01,70B3D5499B418279,eui-0000024b08030186,658,867.9,SF7BW125,4/5,-85,9.8,4.1240000000000006
2019-04-07T03:14:09.957461957Z,static_6_03,70B3D549972EC2DC,iotlab-rpi-03,654,868.5,SF7BW125,4/5,-105,-6.5,4.094
2019-04-07T03:14:09.964575Z,static_6_03,70B3D549972EC2DC,eui-0000024b08030186,654,868.5,SF7BW125,4/5,-90,6.8,4.094
2019-04-07T03:15:02.555494Z,mobile-03,70B3D5499023C3A9,eui-0000024b08030186,2368,867.1,SF7BW125,4/5,-88,11.2,
2019-04-07T03:15:02.548835548Z,mobile-03,70B3D5499023C3A9,iotlab-rpi-03,2368,867.1,SF7BW125,4/5,-33,11.75,
2019-04-07T03:17:05.57955Z,static_7_02,70B3D5499A21273B,eui-0000024b08030186,539,867.9,SF9BW125,4/5,-100,11.8,4.114
2019-04-07T03:21:16.273079Z,static_7_01,70B3D5499B418279,eui-0000024b08030186,659,867.1,SF8BW125,4/5,-87,11.5,4.1240000000000006
2019-04-07T03:22:36.321404Z,static_6_02,70B3D54993EAD469,eui-0000024b08030186,673,867.9,SF7BW125,4/5,-120,-7.5,4.144
2019-04-07T03:24:17.010178Z,static_6_03,70B3D549972EC2DC,eui-0000024b08030186,655,867.1,SF8BW125,4/5,-91,11.2,4.094
2019-04-07T03:27:11.773855Z,static_7_02,70B3D5499A21273B,eui-0000024b08030186,540,867.3,SF7BW125,4/5,-96,10.5,4.114
2019-04-07T03:28:12.452367Z,static_8_01,70B3D5499CE53BE0,eui-0000024b08030186,238,867.1,SF8BW125,4/5,-117,-1.8,4.104
2019-04-07T03:31:23.352674Z,static_7_01,70B3D5499B418279,eui-0000024b08030186,660,867.9,SF7BW125,4/5,-85,10,4.1240000000000006
2019-04-07T03:34:24.078812Z,static_6_03,70B3D549972EC2DC,eui-0000024b08030186,656,867.3,SF7BW125,4/5,-90,9.2,4.094
2019-04-07T03:34:24.073426073Z,static_6_03,70B3D549972EC2DC,iotlab-rpi-03,656,867.3,SF7BW125,4/5,-103,-4.5,4.094
2019-04-07T03:35:34.236077236Z,mobile-03,70B3D5499023C3A9,iotlab-rpi-03,2369,867.9,SF7BW125,4/5,-30,8.25,
2019-04-07T03:35:34.245984Z,mobile-03,70B3D5499023C3A9,eui-0000024b08030186,2369,867.9,SF7BW125,4/5,-85,10.5,
2019-04-07T03:37:17.917636Z,static_7_02,70B3D5499A21273B,eui-0000024b08030186,541,867.5,SF8BW125,4/5,-101,6.8,4.114
2019-04-07T03:38:20.193Z,static_8_01,70B3D5499CE53BE0,eui-0000024b08030186,239,867.7,SF7BW125,4/5,-119,-2.8,4.104
2019-04-07T03:41:31.715397Z,static_7_01,70B3D5499B418279,eui-0000024b08030186,661,868.1,SF12BW125,4/5,-83,7.2,4.1240000000000006
2019-04-07T03:41:31.684700684Z,static_7_01,70B3D5499B418279,iotlab-rpi-03,661,868.1,SF12BW125,4/5,-107,-6.75,4.1240000000000006
2019-04-07T03:42:48.367718Z,static_6_02,70B3D54993EAD469,eui-0000024b08030186,675,867.7,SF7BW125,4/5,-119,-6.8,4.144
2019-04-07T03:44:31.131431Z,static_6_03,70B3D549972EC2DC,eui-0000024b08030186,657,868.3,SF9BW125,4/5,-91,12.2,4.094
2019-04-07T03:44:30.12046112Z,static_6_03,70B3D549972EC2DC,iotlab-rpi-03,657,868.3,SF9BW125,4/5,-105,-4.5,4.094
2019-04-07T03:47:24.319848Z,static_7_02,70B3D5499A21273B,eui-0000024b08030186,542,867.1,SF7BW125,4/5,-100,10.2,4.11
2019-04-07T03:48:28.268029Z,static_8_01,70B3D5499CE53BE0,eui-0000024b08030186,240,867.7,SF9BW125,4/5,-119,-2.5,4.104
2019-04-07T03:51:38.402663Z,static_7_01,70B3D5499B418279,eui-0000024b08030186,662,868.1,SF7BW125,4/5,-87,9.8,4.13
2019-04-07T03:51:38.397716397Z,static_7_01,70B3D5499B418279,iotlab-rpi-03,662,868.1,SF7BW125,4/5,-105,-8.25,4.13
2019-04-07T03:52:54.797152Z,static_6_02,70B3D54993EAD469,eui-0000024b08030186,676,867.7,SF9BW125,4/5,-119,-7.2,4.144
2019-04-07T03:54:37.962957962Z,static_6_03,70B3D549972EC2DC,iotlab-rpi-03,658,867.9,SF7BW125,4/5,-105,-5.25,4.094
2019-04-07T03:54:37.966019Z,static_6_03,70B3D549972EC2DC,eui-0000024b08030186,658,867.9,SF7BW125,4/5,-89,7.5,4.094
2019-04-07T03:55:59.506620506Z,mobile-03,70B3D5499023C3A9,iotlab-rpi-03,2370,867.1,SF7BW125,4/5,-33,9.75,
2019-04-07T03:55:59.5119Z,mobile-03,70B3D5499023C3A9,eui-0000024b08030186,2370,867.1,SF7BW125,4/5,-89,10.5,
2019-04-07T03:57:30.752005Z,static_7_02,70B3D5499A21273B,eui-0000024b08030186,543,867.5,SF10BW125,4/5,-99,8,4.114
2019-04-07T03:58:36.056476Z,static_8_01,70B3D5499CE53BE0,eui-0000024b08030186,241,868.1,SF7BW125,4/5,-117,0,4.104
2019-04-07T04:01:45.614747Z,static_7_01,70B3D5499B418279,eui-0000024b08030186,663,867.5,SF8BW125,4/5,-82,8.8,4.1240000000000006
2019-04-07T04:03:00.89265Z,static_6_02,70B3D54993EAD469,eui-0000024b08030186,677,867.1,SF7BW125,4/5,-120,-7.5,4.144
2019-04-07T04:04:44.916365Z,static_6_03,70B3D549972EC2DC,eui-0000024b08030186,659,867.9,SF8BW125,4/5,-89,10.2,4.094
2019-04-07T04:04:44.91062391Z,static_6_03,70B3D549972EC2DC,iotlab-rpi-03,659,867.9,SF8BW125,4/5,-105,-4.5,4.094
2019-04-07T04:07:36.798943Z,static_7_02,70B3D5499A21273B,eui-0000024b08030186,544,867.5,SF7BW125,4/5,-101,5.8,4.114
2019-04-07T04:08:44.15356Z,static_8_01,70B3D5499CE53BE0,eui-0000024b08030186,242,867.5,SF8BW125,4/5,-106,-6,4.104
2019-04-07T04:11:52.598196Z,static_7_01,70B3D5499B418279,eui-0000024b08030186,664,867.7,SF7BW125,4/5,-83,8.8,4.1240000000000006
2019-04-07T04:13:07.073924Z,static_6_02,70B3D54993EAD469,eui-0000024b08030186,678,867.3,SF8BW125,4/5,-119,-7,4.144
2019-04-07T04:14:51.985415Z,static_6_03,70B3D549972EC2DC,eui-0000024b08030186,660,868.1,SF7BW125,4/5,-91,9,4.094
2019-04-07T04:16:19.082197Z,mobile-03,70B3D5499023C3A9,eui-0000024b08030186,2371,867.9,SF7BW125,4/5,-88,9.5,
2019-04-07T04:16:19.079046079Z,mobile-03,70B3D5499023C3A9,iotlab-rpi-03,2371,867.9,SF7BW125,4/5,-30,9.25,
2019-04-07T04:17:43.108469Z,static_7_02,70B3D5499A21273B,eui-0000024b08030186,545,867.7,SF8BW125,4/5,-101,11,4.11
2019-04-07T04:21:59.766433Z,static_7_01,70B3D5499B418279,eui-0000024b08030186,665,867.7,SF9BW125,4/5,-84,11.5,4.1240000000000006
2019-04-07T04:21:59.762433762Z,static_7_01,70B3D5499B418279,iotlab-rpi-03,665,867.7,SF9BW125,4/5,-107,-10,4.1240000000000006
2019-04-07T04:23:13.269522Z,static_6_02,70B3D54993EAD469,eui-0000024b08030186,679,867.5,SF7BW125,4/5,-118,-8,4.144
2019-04-07T04:25:00.417740417Z,static_6_03,70B3D549972EC2DC,iotlab-rpi-03,661,867.1,SF12BW125,4/5,-106,-2,4.094
2019-04-07T04:25:00.4502Z,static_6_03,70B3D549972EC2DC,eui-0000024b08030186,661,867.1,SF12BW125,4/5,-88,8.5,4.094
2019-04-07T04:27:49.24365Z,static_7_02,70B3D5499A21273B,eui-0000024b08030186,546,867.5,SF7BW125,4/5,-95,-5.5,4.114
2019-04-07T04:29:00.316715Z,static_8_01,70B3D5499CE53BE0,eui-0000024b08030186,244,867.1,SF10BW125,4/5,-118,-1.5,4.104
2019-04-07T04:32:06.703498703Z,static_7_01,70B3D5499B418279,iotlab-rpi-03,666,868.5,SF7BW125,4/5,-103,-5.25,4.1240000000000006
2019-04-07T04:32:06.711705Z,static_7_01,70B3D5499B418279,eui-0000024b08030186,666,868.5,SF7BW125,4/5,-85,6.2,4.1240000000000006
2019-04-07T04:35:05.989419Z,static_6_03,70B3D549972EC2DC,eui-0000024b08030186,662,867.5,SF7BW125,4/5,-90,4,4.094
2019-04-07T04:35:05.984283984Z,static_6_03,70B3D549972EC2DC,iotlab-rpi-03,662,867.5,SF7BW125,4/5,-106,-4.5,4.094
2019-04-07T04:36:35.213244Z,mobile-03,70B3D5499023C3A9,eui-0000024b08030186,2372,868.5,SF7BW125,4/5,-85,6.8,
2019-04-07T04:36:35.211834211Z,mobile-03,70B3D5499023C3A9,iotlab-rpi-03,2372,868.5,SF7BW125,4/5,-25,7.75,
2019-04-07T04:37:55.664321Z,static_7_02,70B3D5499A21273B,eui-0000024b08030186,547,867.5,SF9BW125,4/5,-103,5.5,4.114
2019-04-07T04:39:07.780996Z,static_8_01,70B3D5499CE53BE0,eui-0000024b08030186,245,867.7,SF7BW125,4/5,-119,-2.5,4.104
2019-04-07T04:42:13.791675Z,static_7_01,70B3D5499B418279,eui-0000024b08030186,667,867.5,SF8BW125,4/5,-84,8,4.1240000000000006
2019-04-07T04:45:13.414117414Z,static_6_03,70B3D549972EC2DC,iotlab-rpi-03,663,867.5,SF8BW125,4/5,-106,-3.75,4.09
2019-04-07T04:45:13.425861Z,static_6_03,70B3D549972EC2DC,eui-0000024b08030186,663,867.5,SF8BW125,4/5,-89,7.8,4.09
2019-04-07T04:48:02.173221Z,static_7_02,70B3D5499A21273B,eui-0000024b08030186,548,867.3,SF7BW125,4/5,-99,7.8,4.11
2019-04-07T04:49:15.626724Z,static_8_01,70B3D5499CE53BE0,eui-0000024b08030186,246,867.3,SF8BW125,4/5,-118,-3.2,4.104
2019-04-07T04:52:20.614677Z,static_7_01,70B3D5499B418279,eui-0000024b08030186,668,867.7,SF7BW125,4/5,-83,8.5,4.1240000000000006
2019-04-07T04:55:20.46006346Z,static_6_03,70B3D549972EC2DC,iotlab-rpi-03,664,867.9,SF7BW125,4/5,-105,-6,4.094
2019-04-07T04:55:20.471194Z,static_6_03,70B3D549972EC2DC,eui-0000024b08030186,664,867.9,SF7BW125,4/5,-91,9.8,4.094
2019-04-07T04:56:59.260397Z,mobile-03,70B3D5499023C3A9,eui-0000024b08030186,2373,868.1,SF7BW125,4/5,-89,10.5,
2019-04-07T04:56:59.259081259Z,mobile-03,70B3D5499023C3A9,iotlab-rpi-03,2373,868.1,SF7BW125,4/5,-31,9.75,
2019-04-07T04:58:08.553353Z,static_7_02,70B3D5499A21273B,eui-0000024b08030186,549,868.1,SF8BW125,4/5,-99,10,4.11
2019-04-07T05:02:27.697961Z,static_7_01,70B3D5499B418279,eui-0000024b08030186,669,868.1,SF10BW125,4/5,-84,10,4.1240000000000006
2019-04-07T05:02:27.682887682Z,static_7_01,70B3D5499B418279,iotlab-rpi-03,669,868.1,SF10BW125,4/5,-107,-7.75,4.1240000000000006
2019-04-07T05:03:37.334917Z,static_6_02,70B3D54993EAD469,eui-0000024b08030186,683,867.7,SF7BW125,4/5,-118,-7.2,4.144
2019-04-07T05:05:27.75806Z,static_6_03,70B3D549972EC2DC,eui-0000024b08030186,665,867.1,SF9BW125,4/5,-93,11.8,4.094
2019-04-07T05:05:27.748456748Z,static_6_03,70B3D549972EC2DC,iotlab-rpi-03,665,867.1,SF9BW125,4/5,-107,-3.75,4.094
2019-04-07T05:08:14.73391Z,static_7_02,70B3D5499A21273B,eui-0000024b08030186,550,867.1,SF7BW125,4/5,-102,8.8,4.11
2019-04-07T05:09:31.543007Z,static_8_01,70B3D5499CE53BE0,eui-0000024b08030186,248,867.9,SF9BW125,4/5,-116,0.5,4.104
2019-04-07T05:12:34.506565Z,static_7_01,70B3D5499B418279,eui-0000024b08030186,670,867.1,SF7BW125,4/5,-88,10.5,4.1240000000000006
2019-04-07T05:13:43.606938Z,static_6_02,70B3D54993EAD469,eui-0000024b08030186,684,868.3,SF9BW125,4/5,-117,-8.8,4.144
2019-04-07T05:15:34.83689Z,static_6_03,70B3D549972EC2DC,eui-0000024b08030186,666,868.1,SF7BW125,4/5,-91,9.5,4.094
2019-04-07T05:15:34.83005683Z,static_6_03,70B3D549972EC2DC,iotlab-rpi-03,666,868.1,SF7BW125,4/5,-107,-4.75,4.094
2019-04-07T05:17:32.148946148Z,mobile-03,70B3D5499023C3A9,iotlab-rpi-03,2374,868.5,SF7BW125,4/5,-30,7,
2019-04-07T05:18:21.749485Z,static_7_02,70B3D5499A21273B,eui-0000024b08030186,551,867.5,SF11BW125,4/5,-98,8.5,4.114
2019-04-07T05:19:39.790547Z,static_8_01,70B3D5499CE53BE0,eui-0000024b08030186,249,867.1,SF7BW125,4/5,-120,-3.2,4.104
2019-04-07T05:22:41.670267Z,static_7_01,70B3D5499B418279,eui-0000024b08030186,671,868.1,SF8BW125,4/5,-87,11.2,4.1240000000000006
2019-04-07T05:22:41.668280668Z,static_7_01,70B3D5499B418279,iotlab-rpi-03,671,868.1,SF8BW125,4/5,-107,-7.25,4.1240000000000006
2019-04-07T05:23:49.807666Z,static_6_02,70B3D54993EAD469,eui-0000024b08030186,685,868.3,SF7BW125,4/5,-118,-9,4.144
2019-04-07T05:25:41.874691Z,static_6_03,70B3D549972EC2DC,eui-0000024b08030186,667,867.3,SF8BW125,4/5,-90,10.8,4.094
2019-04-07T05:25:41.872057872Z,static_6_03,70B3D549972EC2DC,iotlab-rpi-03,667,867.3,SF8BW125,4/5,-107,-3.5,4.094
2019-04-07T05:28:27.329738Z,static_7_02,70B3D5499A21273B,eui-0000024b08030186,552,868.3,SF7BW125,4/5,-101,9.2,4.11
2019-04-07T05:32:48.768203Z,static_7_01,70B3D5499B418279,eui-0000024b08030186,672,868.1,SF7BW125,4/5,-87,10.8,4.1240000000000006
2019-04-07T05:32:48.767016767Z,static_7_01,70B3D5499B418279,iotlab-rpi-03,672,868.1,SF7BW125,4/5,-107,-7.25,4.1240000000000006
2019-04-07T05:33:56.015367Z,static_6_02,70B3D54993EAD469,eui-0000024b08030186,686,868.1,SF8BW125,4/5,-120,-6.8,4.144
2019-04-07T05:35:48.926193926Z,static_6_03,70B3D549972EC2DC,iotlab-rpi-03,668,867.3,SF7BW125,4/5,-106,-3.5,4.09
2019-04-07T05:35:48.936496Z,static_6_03,70B3D549972EC2DC,eui-0000024b08030186,668,867.3,SF7BW125,4/5,-90,9.2,4.09
2019-04-07T05:37:46.056312Z,mobile-03,70B3D5499023C3A9,eui-0000024b08030186,2375,867.9,SF7BW125,4/5,-85,9.2,
2019-04-07T05:37:46.051243051Z,mobile-03,70B3D5499023C3A9,iotlab-rpi-03,2375,867.9,SF7BW125,4/5,-31,8.75,
2019-04-07T05:38:33.556955Z,static_7_02,70B3D5499A21273B,eui-0000024b08030186,553,867.5,SF8BW125,4/5,-102,6.2,4.11
2019-04-07T05:39:56.033585Z,static_8_01,70B3D5499CE53BE0,eui-0000024b08030186,251,867.3,SF7BW125,4/5,-117,-3.2,4.104
2019-04-07T05:44:02.537997Z,static_6_02,70B3D54993EAD469,eui-0000024b08030186,687,867.3,SF7BW125,4/5,-118,-6.2,4.144
2019-04-07T05:45:56.25743Z,static_6_03,70B3D549972EC2DC,eui-0000024b08030186,669,868.3,SF10BW125,4/5,-88,9.8,4.094
2019-04-07T05:45:56.242780242Z,static_6_03,70B3D549972EC2DC,iotlab-rpi-03,669,868.3,SF10BW125,4/5,-105,-5,4.094
2019-04-07T05:48:39.788017Z,static_7_02,70B3D5499A21273B,eui-0000024b08030186,554,867.9,SF7BW125,4/5,-102,9.8,4.11
2019-04-07T05:50:04.658355Z,static_8_01,70B3D5499CE53BE0,eui-0000024b08030186,252,868.5,SF7BW125,4/5,-117,-4,4.104
2019-04-07T05:53:03.171763Z,static_7_01,70B3D5499B418279,eui-0000024b08030186,674,867.9,SF7BW125,4/5,-87,9.8,4.1240000000000006
2019-04-07T05:54:08.729826Z,static_6_02,70B3D54993EAD469,eui-0000024b08030186,688,867.9,SF10BW125,4/5,-120,-6.8,4.144
2019-04-07T05:56:03.108468Z,static_6_03,70B3D549972EC2DC,eui-0000024b08030186,670,867.7,SF7BW125,4/5,-88,8.5,4.094
2019-04-07T05:58:10.772951772Z,mobile-03,70B3D5499023C3A9,iotlab-rpi-03,2376,868.5,SF7BW125,4/5,-27,7.75,
2019-04-07T05:58:10.776117Z,mobile-03,70B3D5499023C3A9,eui-0000024b08030186,2376,868.5,SF7BW125,4/5,-89,8,
2019-04-07T05:58:46.285334Z,static_7_02,70B3D5499A21273B,eui-0000024b08030186,555,867.1,SF9BW125,4/5,-102,10.2,4.11
2019-04-07T06:00:13.18337Z,static_8_01,70B3D5499CE53BE0,eui-0000024b08030186,253,868.5,SF8BW125,4/5,-117,-2.8,4.104
2019-04-07T06:03:09.305927Z,static_7_01,70B3D5499B418279,eui-0000024b08030186,675,868.1,SF8BW125,4/5,-85,11.5,4.1240000000000006
2019-04-07T06:03:09.299483299Z,static_7_01,70B3D5499B418279,iotlab-rpi-03,675,868.1,SF8BW125,4/5,-107,-7.5,4.1240000000000006
2019-04-07T06:04:14.57177Z,static_6_02,70B3D54993EAD469,eui-0000024b08030186,689,868.1,SF7BW125,4/5,-119,-7.2,4.144
2019-04-07T06:06:10.055493055Z,static_6_03,70B3D549972EC2DC,iotlab-rpi-03,671,868.5,SF8BW125,4/5,-105,-7.75,4.09
2019-04-07T06:06:10.065676Z,static_6_03,70B3D549972EC2DC,eui-0000024b08030186,671,868.5,SF8BW125,4/5,-89,7.8,4.09
2019-04-07T06:08:52.288567Z,static_7_02,70B3D5499A21273B,eui-0000024b08030186,556,867.3,SF7BW125,4/5,-101,8.8,4.11
2019-04-07T06:10:21.394127Z,static_8_01,70B3D5499CE53BE0,eui-0000024b08030186,254,868.1,SF7BW125,4/5,-117,2,4.104
2019-04-07T06:13:16.589969Z,static_7_01,70B3D5499B418279,eui-0000024b08030186,676,868.1,SF7BW125,4/5,-85,9.5,4.1240000000000006
2019-04-07T06:13:16.588802588Z,static_7_01,70B3D5499B418279,iotlab-rpi-03,676,868.1,SF7BW125,4/5,-107,-8,4.1240000000000006
2019-04-07T06:14:21.798155Z,static_6_02,70B3D54993EAD469,eui-0000024b08030186,690,868.3,SF8BW125,4/5,-120,-5.2,4.14
2019-04-07T06:16:16.989344Z,static_6_03,70B3D549972EC2DC,eui-0000024b08030186,672,867.3,SF7BW125,4/5,-90,8.8,4.094
2019-04-07T06:16:16.985707985Z,static_6_03,70B3D549972EC2DC,iotlab-rpi-03,672,867.3,SF7BW125,4/5,-104,-5,4.094
2019-04-07T06:18:30.524971Z,mobile-03,70B3D5499023C3A9,eui-0000024b08030186,2377,867.1,SF7BW125,4/5,-86,9,
2019-04-07T06:18:30.521367521Z,mobile-03,70B3D5499023C3A9,iotlab-rpi-03,2377,867.1,SF7BW125,4/5,-33,10,
2019-04-07T06:18:58.793934Z,static_7_02,70B3D5499A21273B,eui-0000024b08030186,557,868.5,SF8BW125,4/5,-100,8,4.11
2019-04-07T06:20:29.978721Z,static_8_01,70B3D5499CE53BE0,eui-0000024b08030186,255,867.3,SF9BW125,4/5,-119,-0.8,4.104
2019-04-07T06:23:24.238669Z,static_7_01,70B3D5499B418279,eui-0000024b08030186,677,867.3,SF11BW125,4/5,-82,9.5,4.1240000000000006
2019-04-07T06:26:24.205394Z,static_6_03,70B3D549972EC2DC,eui-0000024b08030186,673,867.3,SF9BW125,4/5,-91,12.8,4.094
2019-04-07T06:29:05.138053Z,static_7_02,70B3D5499A21273B,eui-0000024b08030186,558,868.3,SF7BW125,4/5,-101,8.8,4.11
2019-04-07T06:30:38.189902Z,static_8_01,70B3D5499CE53BE0,eui-0000024b08030186,256,867.7,SF7BW125,4/5,-116,-2.5,4.104
2019-04-07T06:33:29.534747Z,static_7_01,70B3D5499B418279,eui-0000024b08030186,678,868.5,SF7BW125,4/5,-87,7.2,4.1240000000000006
2019-04-07T06:33:29.526611526Z,static_7_01,70B3D5499B418279,iotlab-rpi-03,678,868.5,SF7BW125,4/5,-103,-5,4.1240000000000006
2019-04-07T06:36:30.102Z,static_6_03,70B3D549972EC2DC,eui-0000024b08030186,674,867.5,SF7BW125,4/5,-91,7.5,4.094
2019-04-07T06:36:29.097246097Z,static_6_03,70B3D549972EC2DC,iotlab-rpi-03,674,867.5,SF7BW125,4/5,-105,-4.25,4.094
2019-04-07T06:38:55.877191877Z,mobile-03,70B3D5499023C3A9,iotlab-rpi-03,2378,867.9,SF7BW125,4/5,-33,10.5,
2019-04-07T06:38:55.887336Z,mobile-03,70B3D5499023C3A9,eui-0000024b08030186,2378,867.9,SF7BW125,4/5,-90,10.5,
2019-04-07T06:39:11.93071Z,static_7_02,70B3D5499A21273B,eui-0000024b08030186,559,867.1,SF10BW125,4/5,-101,11.5,4.11
2019-04-07T06:40:46.383019Z,static_8_01,70B3D5499CE53BE0,eui-0000024b08030186,257,868.1,SF8BW125,4/5,-118,0.5,4.104
2019-04-07T06:43:36.733079Z,static_7_01,70B3D5499B418279,eui-0000024b08030186,679,867.5,SF8BW125,4/5,-84,8.5,4.1240000000000006
2019-04-07T06:44:40.168035Z,static_6_02,70B3D54993EAD469,eui-0000024b08030186,693,867.9,SF7BW125,4/5,-120,-8.8,4.14
2019-04-07T06:46:37.218507Z,static_6_03,70B3D549972EC2DC,eui-0000024b08030186,675,868.3,SF8BW125,4/5,-93,11.2,4.09
